account_id,churn_probability,churn_probability_percent,risk_level,health_score,action_priority,recommended_action,industry,country,signup_date,referral_source,initial_plan_tier,initial_seats,churn_flag,subscription_count,ever_upgraded,ever_downgraded,latest_plan_tier,latest_seats,latest_mrr,latest_is_trial,latest_billing_frequency,latest_auto_renew,usage_event_count,total_usage_count,total_usage_duration_secs,total_errors,unique_features_used,active_usage_days,last_usage_date,beta_usage_events,errors_per_100_usage,average_duration_per_event,average_usage_per_event,days_since_last_usage,ticket_count,average_first_response_minutes,average_resolution_hours,average_satisfaction_score,escalation_count,last_support_ticket_date,has_support_tickets,customer_tenure_days,seat_change,plan_changed,days_since_last_support_ticket,has_satisfaction_score,top_risk_signals
A-7988d1,0.45588531742814997,45.6,Medium,54.4,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,US,2023-12-20,other,Basic,33,0,9,0,0,Basic,33,0,1,monthly,1,46,449,138265,28,31,45,2024-12-23,7,6.23608017817372,3005.760869565217,9.76086956521739,8,3.0,65.33333333333333,35.333333333333336,4.333333333333333,0.0,2024-11-26,1,377,0,0,35.0,1,"['categorical__country_US', 'numeric__unique_features_used', 'numeric__days_since_last_usage']"
A-779e4e,0.4530315556315078,45.3,Medium,54.7,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2023-01-02,organic,Basic,5,0,10,1,1,Basic,98,1862,0,annual,1,44,393,111038,20,28,41,2024-12-20,6,5.089058524173027,2523.590909090909,8.931818181818182,11,5.0,91.6,26.6,4.0,0.0,2024-11-03,1,729,93,0,58.0,1,"['numeric__average_usage_per_event', 'categorical__country_US', 'numeric__customer_tenure_days']"
A-462d45,0.4528538109828998,45.3,Medium,54.7,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,US,2024-01-15,partner,Enterprise,11,0,12,1,1,Pro,30,1470,0,annual,1,69,642,159561,26,34,64,2024-12-16,8,4.049844236760125,2312.478260869565,9.304347826086955,15,4.0,95.0,26.75,4.0,0.0,2024-12-15,1,351,19,1,16.0,1,"['numeric__unique_features_used', 'numeric__errors_per_100_usage', 'numeric__active_usage_days']"
A-751c58,0.45203839615217883,45.2,Medium,54.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,UK,2024-07-18,organic,Basic,15,0,11,1,0,Basic,71,1349,0,annual,1,53,574,179405,12,31,51,2024-12-29,3,2.0905923344947737,3385.0,10.830188679245284,2,5.0,130.0,39.6,4.333333333333333,0.0,2024-11-03,1,166,56,0,58.0,1,"['numeric__errors_per_100_usage', 'numeric__days_since_last_usage', 'numeric__unique_features_used']"
A-54d94a,0.451080392364493,45.1,Medium,54.9,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,IN,2023-05-01,event,Basic,27,0,11,1,1,Basic,27,513,0,annual,1,59,582,174162,28,30,57,2024-12-30,7,4.810996563573884,2951.898305084746,9.864406779661016,1,4.0,82.75,53.75,3.5,0.0,2024-07-25,1,610,0,0,159.0,1,"['categorical__referral_source_event', 'numeric__days_since_last_usage', 'numeric__errors_per_100_usage']"
A-ee42db,0.45102246795310386,45.1,Medium,54.9,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,DE,2023-04-25,ads,Enterprise,13,0,12,1,1,Basic,30,570,0,monthly,1,54,511,150876,33,31,50,2024-12-26,6,6.457925636007827,2794.0,9.462962962962964,5,4.0,98.25,33.75,3.0,0.0,2024-02-13,1,616,17,1,322.0,1,"['categorical__country_DE', 'numeric__unique_features_used', 'numeric__days_since_last_usage']"
A-bad8c1,0.4502135497003138,45.0,Medium,55.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,AU,2023-03-01,organic,Basic,7,0,7,1,0,Pro,37,1813,0,monthly,1,37,385,125675,11,29,37,2024-12-24,6,2.857142857142857,3396.6216216216217,10.405405405405403,7,1.0,49.0,27.0,4.0,0.0,2024-04-27,1,671,30,1,248.0,1,"['numeric__errors_per_100_usage', 'numeric__subscription_count', 'numeric__average_first_response_minutes']"
A-65a46c,0.44853367851744974,44.9,Medium,55.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2023-11-04,event,Pro,1,0,8,1,0,Pro,35,1715,0,annual,1,38,370,115219,21,24,36,2024-12-26,7,5.675675675675676,3032.0789473684213,9.736842105263158,5,8.0,91.125,45.125,4.0,0.0,2024-12-23,1,423,34,0,8.0,1,"['categorical__referral_source_event', 'categorical__country_US', 'numeric__days_since_last_usage']"
A-7c5768,0.4475901912020379,44.8,Medium,55.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,UK,2024-03-02,event,Enterprise,3,0,9,0,0,Enterprise,26,0,1,monthly,1,46,461,142276,31,27,45,2024-12-02,4,6.724511930585683,3092.9565217391305,10.021739130434783,29,5.0,96.4,28.8,4.0,0.0,2024-11-21,1,304,23,0,40.0,1,"['categorical__referral_source_event', 'categorical__latest_plan_tier_Enterprise', 'categorical__industry_HealthTech']"
A-a1b80b,0.44615726301084696,44.6,Medium,55.4,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2023-11-27,organic,Basic,16,0,16,1,1,Pro,16,0,1,annual,1,72,749,222610,48,33,71,2024-12-27,5,6.408544726301736,3091.805555555556,10.40277777777778,4,4.0,72.5,41.0,4.0,0.0,2024-07-25,1,400,0,1,159.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__country_US']"
A-bb3bd4,0.44549583334694143,44.5,Medium,55.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2024-01-27,ads,Basic,23,0,7,1,0,Basic,23,437,0,annual,1,30,315,93609,11,18,29,2024-12-12,1,3.492063492063492,3120.3,10.5,19,11.0,106.36363636363636,32.72727272727273,4.142857142857143,0.0,2024-12-14,1,339,0,0,17.0,1,"['numeric__errors_per_100_usage', 'numeric__subscription_count', 'categorical__country_US']"
A-96bbc6,0.44542036278803876,44.5,Medium,55.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,US,2024-05-07,organic,Enterprise,39,0,8,1,1,Basic,39,741,0,monthly,1,49,482,152806,25,30,47,2024-12-26,5,5.186721991701245,3118.4897959183672,9.83673469387755,5,3.0,67.0,51.333333333333336,3.333333333333333,0.0,2023-11-04,1,238,0,1,423.0,1,"['categorical__country_US', 'numeric__days_since_last_usage', 'numeric__plan_changed']"
A-0f6450,0.44384283404554375,44.4,Medium,55.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2024-12-27,other,Pro,28,1,11,0,0,Enterprise,28,5572,0,monthly,0,54,539,174670,39,31,52,2024-11-08,8,7.235621521335807,3234.6296296296296,9.98148148148148,53,8.0,81.625,29.75,3.8333333333333335,1.0,2024-02-27,1,4,0,1,308.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__latest_auto_renew', 'categorical__country_US']"
A-ef84cf,0.4429350206881384,44.3,Medium,55.7,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2024-03-01,partner,Enterprise,8,0,5,0,1,Basic,8,152,0,monthly,1,28,309,100420,11,21,28,2024-12-31,3,3.559870550161812,3586.428571428572,11.035714285714286,0,5.0,79.4,34.8,4.333333333333333,1.0,2024-11-02,1,305,0,1,59.0,1,"['numeric__subscription_count', 'numeric__errors_per_100_usage', 'numeric__days_since_last_usage']"
A-ffdfd5,0.4425876928607349,44.3,Medium,55.7,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2024-04-13,organic,Basic,3,1,10,1,0,Pro,3,147,0,monthly,1,52,529,139609,28,29,51,2024-12-21,4,5.293005671077505,2684.788461538461,10.173076923076923,10,0.0,,,,0.0,,0,262,0,1,,0,"['numeric__has_support_tickets', 'categorical__country_US', 'numeric__plan_changed']"
A-443f6f,0.44240116249040995,44.2,Medium,55.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,US,2024-12-07,organic,Basic,19,0,9,1,0,Basic,19,361,0,annual,1,56,527,158149,28,31,56,2024-12-26,4,5.313092979127135,2824.089285714286,9.410714285714286,5,4.0,122.25,28.0,4.666666666666667,0.0,2024-10-29,1,24,0,0,63.0,1,"['categorical__country_US', 'numeric__unique_features_used', 'numeric__days_since_last_usage']"
A-49b828,0.44239147984216926,44.2,Medium,55.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,IN,2023-05-05,ads,Pro,6,0,14,1,0,Enterprise,20,3980,0,annual,1,65,687,187183,45,29,62,2024-12-21,10,6.550218340611353,2879.7384615384617,10.569230769230767,10,3.0,87.66666666666667,13.666666666666666,3.5,1.0,2024-10-04,1,606,14,1,88.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__active_usage_days', 'numeric__plan_changed']"
A-ab438f,0.4404796325528523,44.0,Medium,56.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,US,2024-09-13,ads,Enterprise,13,1,8,1,0,Pro,77,0,1,monthly,1,36,369,111452,12,25,36,2024-12-25,3,3.252032520325204,3095.8888888888887,10.25,6,2.0,112.5,33.5,3.5,0.0,2024-06-28,1,109,64,1,186.0,1,"['numeric__errors_per_100_usage', 'categorical__country_US', 'numeric__plan_changed']"
A-22f2df,0.43907341594016847,43.9,Medium,56.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2024-12-14,ads,Basic,3,0,9,1,1,Basic,11,209,0,annual,1,42,429,119127,17,25,40,2024-12-09,5,3.962703962703962,2836.3571428571427,10.214285714285714,22,5.0,71.6,44.8,5.0,0.0,2024-06-14,1,17,8,0,200.0,1,"['categorical__industry_DevTools', 'numeric__errors_per_100_usage', 'categorical__country_US']"
A-31ab9a,0.4370876735276321,43.7,Medium,56.3,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,DE,2024-03-03,organic,Pro,3,0,7,0,0,Enterprise,14,2786,0,monthly,1,34,340,129917,23,19,34,2024-12-01,4,6.764705882352941,3821.0882352941176,10.0,30,7.0,67.71428571428571,43.142857142857146,3.5,0.0,2024-12-25,1,303,11,1,6.0,1,"['categorical__country_DE', 'categorical__latest_plan_tier_Enterprise', 'numeric__subscription_count']"
A-d27f50,0.43527865845389985,43.5,Medium,56.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,0,12,1,0,Basic,44,836,0,annual,0,50,481,170101,31,29,48,2024-12-19,4,6.4449064449064455,3402.02,9.62,12,4.0,116.5,37.5,3.75,0.0,2024-05-01,1,164,0,1,244.0,1,"['numeric__latest_auto_renew', 'numeric__plan_changed', 'categorical__latest_billing_frequency_annual']"
A-0532a9,0.43357139496464286,43.4,Medium,56.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,IN,2024-09-25,event,Pro,19,0,10,1,1,Pro,19,931,0,annual,0,54,519,157792,30,30,53,2024-12-25,7,5.780346820809249,2922.074074074074,9.61111111111111,6,8.0,73.375,30.75,3.0,0.0,2024-11-24,1,97,0,0,37.0,1,"['categorical__referral_source_event', 'numeric__latest_auto_renew', 'numeric__days_since_last_usage']"
A-ff3c73,0.4335168408931895,43.4,Medium,56.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,AU,2023-01-26,other,Pro,21,0,9,1,0,Basic,21,399,0,annual,1,40,408,143989,23,29,38,2024-12-28,5,5.637254901960785,3599.725,10.2,3,2.0,97.5,35.5,3.5,0.0,2023-03-19,1,705,0,1,653.0,1,"['numeric__days_since_last_usage', 'numeric__customer_tenure_days', 'numeric__plan_changed']"
A-600734,0.4320649727912592,43.2,Medium,56.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2023-11-14,organic,Pro,29,1,13,1,0,Pro,36,1764,0,monthly,1,69,660,190076,30,33,67,2024-12-26,11,4.545454545454546,2754.7246376811595,9.565217391304348,5,7.0,89.42857142857143,52.57142857142857,3.6666666666666665,1.0,2024-09-09,1,413,7,0,113.0,1,"['categorical__industry_DevTools', 'numeric__active_usage_days', 'numeric__unique_features_used']"
A-a45270,0.4312209555511516,43.1,Medium,56.9,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2024-06-24,ads,Enterprise,3,0,12,1,1,Basic,66,0,1,annual,1,71,733,222582,53,35,68,2024-12-25,4,7.230559345156889,3134.957746478873,10.32394366197183,6,4.0,110.0,64.0,4.0,0.0,2024-12-27,1,190,63,1,4.0,1,"['numeric__unique_features_used', 'numeric__active_usage_days', 'categorical__country_US']"
A-40906c,0.43105033257818043,43.1,Medium,56.9,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2024-03-27,ads,Basic,92,0,12,0,0,Pro,92,4508,0,annual,1,63,685,210243,32,32,59,2024-12-03,7,4.671532846715328,3337.190476190476,10.873015873015872,28,5.0,95.0,29.2,3.75,0.0,2024-11-01,1,279,0,1,60.0,1,"['numeric__unique_features_used', 'categorical__country_US', 'numeric__active_usage_days']"
A-4ae22a,0.42608091490831473,42.6,Medium,57.4,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2024-05-09,other,Pro,6,1,7,0,0,Basic,28,532,0,annual,1,35,369,142387,31,24,33,2024-12-28,6,8.401084010840108,4068.2,10.542857142857144,3,3.0,72.66666666666667,14.333333333333334,3.0,0.0,2024-08-09,1,236,22,1,144.0,1,"['numeric__subscription_count', 'categorical__country_US', 'numeric__days_since_last_usage']"
A-f3ff05,0.4255121490209558,42.6,Medium,57.4,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,IN,2024-07-06,other,Enterprise,2,0,13,1,0,Basic,30,570,0,monthly,1,66,672,210327,36,28,64,2024-12-31,4,5.357142857142857,3186.7727272727275,10.181818181818182,0,3.0,111.33333333333331,42.66666666666666,3.5,0.0,2023-12-17,1,178,28,1,380.0,1,"['numeric__active_usage_days', 'numeric__days_since_last_usage', 'numeric__plan_changed']"
A-fa3095,0.4252330152722248,42.5,Medium,57.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2023-09-03,ads,Basic,70,0,12,0,0,Basic,70,1330,0,annual,1,59,600,202100,42,31,55,2024-12-15,5,7.000000000000001,3425.423728813559,10.169491525423728,16,5.0,84.0,49.2,5.0,0.0,2024-11-06,1,485,0,0,55.0,1,"['categorical__country_US', 'numeric__unique_features_used', 'numeric__active_usage_days']"
A-075038,0.4252182580458564,42.5,Medium,57.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,UK,2023-05-12,ads,Basic,17,0,14,1,0,Basic,42,798,0,monthly,1,70,743,198728,31,32,69,2024-12-21,9,4.172274562584119,2838.9714285714285,10.614285714285714,10,2.0,54.0,43.5,3.0,0.0,2024-10-15,1,599,25,0,77.0,1,"['numeric__active_usage_days', 'numeric__errors_per_100_usage', 'numeric__unique_features_used']"
A-b78bf8,0.42459687257463385,42.5,Medium,57.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2024-11-15,event,Pro,33,0,8,1,1,Pro,33,1617,0,monthly,1,42,421,123802,11,24,38,2024-12-06,7,2.6128266033254155,2947.6666666666665,10.023809523809524,25,5.0,88.8,24.2,4.2,0.0,2024-12-17,1,46,0,0,14.0,1,"['numeric__errors_per_100_usage', 'categorical__industry_DevTools', 'categorical__referral_source_event']"
A-118d55,0.42435323885811865,42.4,Medium,57.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,US,2024-10-22,organic,Basic,8,0,12,1,1,Enterprise,29,5771,0,monthly,1,60,599,168143,33,29,55,2024-12-30,5,5.509181969949917,2802.383333333333,9.983333333333333,1,5.0,56.8,24.2,4.333333333333333,0.0,2024-12-09,1,70,21,1,22.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__days_since_last_usage', 'categorical__country_US']"
A-396e5f,0.4209831441047234,42.1,Medium,57.9,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,CA,2024-10-02,other,Enterprise,2,0,10,1,1,Pro,34,1666,0,monthly,0,55,540,175427,23,29,54,2024-12-25,5,4.25925925925926,3189.581818181818,9.818181818181818,6,5.0,102.8,24.8,4.0,1.0,2024-12-10,1,90,32,1,21.0,1,"['numeric__errors_per_100_usage', 'numeric__latest_auto_renew', 'numeric__plan_changed']"
A-d792a6,0.42041072405663193,42.0,Medium,58.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2023-01-23,organic,Enterprise,4,0,15,1,1,Enterprise,65,12935,0,annual,1,68,690,203395,40,32,64,2024-12-31,7,5.797101449275362,2991.1029411764707,10.147058823529411,0,5.0,97.8,40.6,4.0,0.0,2024-12-29,1,708,61,0,2.0,1,"['categorical__industry_DevTools', 'numeric__active_usage_days', 'categorical__latest_plan_tier_Enterprise']"
A-5ed98d,0.4201253652998391,42.0,Medium,58.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2024-06-22,partner,Basic,24,0,8,1,0,Basic,38,0,1,annual,1,32,312,90314,18,23,31,2024-12-15,2,5.769230769230769,2822.3125,9.75,16,5.0,91.8,35.8,5.0,0.0,2024-09-06,1,192,14,0,116.0,1,"['categorical__industry_DevTools', 'categorical__country_US', 'numeric__subscription_count']"
A-558c72,0.41976905851863844,42.0,Medium,58.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2023-06-01,organic,Basic,12,0,7,1,0,Pro,15,735,0,annual,1,30,296,83537,16,19,29,2024-12-14,4,5.405405405405405,2784.5666666666666,9.866666666666667,17,4.0,79.25,64.25,4.5,1.0,2024-08-28,1,579,3,1,125.0,1,"['numeric__subscription_count', 'categorical__country_US', 'numeric__plan_changed']"
A-e693b6,0.41939038635136455,41.9,Medium,58.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,AU,2023-05-25,event,Enterprise,55,1,12,1,0,Enterprise,55,10945,0,annual,1,61,681,206167,25,31,58,2024-12-31,4,3.671071953010279,3379.786885245901,11.163934426229508,0,1.0,144.0,1.0,3.0,0.0,2023-07-06,1,586,0,0,544.0,1,"['numeric__errors_per_100_usage', 'categorical__referral_source_event', 'categorical__latest_plan_tier_Enterprise']"
A-8ae05d,0.41929557852680127,41.9,Medium,58.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,IN,2024-04-06,other,Enterprise,86,0,7,0,0,Enterprise,86,0,1,monthly,1,20,203,77446,10,16,20,2024-12-24,1,4.926108374384237,3872.3,10.15,7,1.0,48.0,47.0,4.0,0.0,2023-08-06,1,269,0,0,513.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__subscription_count', 'numeric__average_first_response_minutes']"
A-d26ab4,0.41902338954481,41.9,Medium,58.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,UK,2024-11-07,organic,Basic,9,1,9,0,1,Enterprise,33,6567,0,monthly,1,46,458,121379,24,24,43,2024-12-09,3,5.240174672489083,2638.6739130434785,9.956521739130435,22,2.0,110.0,49.5,4.0,0.0,2023-09-28,1,54,24,1,460.0,1,"['categorical__industry_DevTools', 'categorical__latest_plan_tier_Enterprise', 'numeric__plan_changed']"
A-0be015,0.41843108581455096,41.8,Medium,58.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2024-10-15,event,Pro,19,0,5,0,0,Basic,19,0,1,monthly,0,28,297,88205,13,19,28,2024-10-23,3,4.377104377104377,3150.178571428572,10.607142857142858,69,7.0,84.85714285714286,40.285714285714285,4.2,1.0,2024-12-05,1,77,0,1,26.0,1,"['numeric__subscription_count', 'categorical__referral_source_event', 'numeric__errors_per_100_usage']"
A-671f31,0.41834848853059664,41.8,Medium,58.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2024-11-24,ads,Basic,59,0,6,0,1,Enterprise,82,0,1,annual,1,17,167,43449,16,13,17,2024-12-25,0,9.580838323353294,2555.823529411765,9.823529411764708,6,7.0,78.0,33.0,4.2,0.0,2024-07-24,1,37,23,1,160.0,1,"['categorical__industry_DevTools', 'numeric__subscription_count', 'categorical__latest_plan_tier_Enterprise']"
A-692f18,0.41761124690804696,41.8,Medium,58.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2024-03-28,other,Basic,5,1,17,1,1,Enterprise,28,5572,0,annual,1,87,871,261911,55,36,83,2024-12-23,9,6.3145809414466125,3010.4712643678163,10.011494252873565,8,2.0,120.0,37.5,5.0,0.0,2024-11-11,1,278,23,1,50.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__latest_plan_tier_Enterprise']"
A-b54c01,0.4167094817324352,41.7,Medium,58.3,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2024-09-29,event,Enterprise,29,0,4,0,0,Basic,29,551,0,annual,0,23,226,64973,17,15,21,2024-10-05,3,7.52212389380531,2824.913043478261,9.826086956521738,87,5.0,77.2,42.6,3.0,0.0,2024-01-07,1,93,0,1,359.0,1,"['numeric__subscription_count', 'categorical__industry_DevTools', 'categorical__referral_source_event']"
A-a8d89d,0.41403199489629494,41.4,Medium,58.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2023-12-08,ads,Pro,13,0,12,1,0,Basic,17,323,0,annual,1,54,551,170966,26,32,54,2024-12-10,5,4.71869328493648,3166.037037037037,10.203703703703704,21,2.0,139.0,44.5,5.0,0.0,2024-03-26,1,389,4,1,280.0,1,"['numeric__unique_features_used', 'categorical__country_US', 'numeric__errors_per_100_usage']"
A-bd4513,0.41256006592190764,41.3,Medium,58.7,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,AU,2024-11-06,event,Enterprise,50,0,12,1,0,Basic,50,950,0,annual,1,51,507,157547,34,28,46,2024-12-29,4,6.70611439842209,3089.156862745098,9.941176470588236,2,3.0,58.66666666666666,42.0,4.666666666666667,0.0,2024-12-30,1,55,0,1,1.0,1,"['categorical__industry_DevTools', 'categorical__referral_source_event', 'numeric__days_since_last_usage']"
A-e351e1,0.40906609570635416,40.9,Medium,59.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2024-09-26,other,Enterprise,33,0,5,0,0,Basic,33,627,0,annual,1,29,295,102452,22,18,27,2024-12-14,3,7.457627118644068,3532.8275862068967,10.172413793103448,17,4.0,65.25,17.0,3.75,0.0,2024-12-29,1,96,0,1,2.0,1,"['numeric__subscription_count', 'categorical__country_US', 'numeric__plan_changed']"
A-297a2d,0.40594564925931703,40.6,Medium,59.4,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,UK,2023-05-05,event,Pro,27,0,5,1,0,Enterprise,27,5373,0,annual,1,25,244,70412,22,23,24,2024-11-14,6,9.01639344262295,2816.48,9.76,47,2.0,84.5,32.5,3.0,0.0,2024-05-14,1,606,0,1,231.0,1,"['numeric__subscription_count', 'categorical__referral_source_event', 'categorical__latest_plan_tier_Enterprise']"
A-0e966d,0.40498786181801705,40.5,Medium,59.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,IN,2024-06-25,ads,Basic,11,1,11,0,0,Basic,11,209,0,annual,1,64,636,197685,34,31,62,2024-12-14,11,5.345911949685535,3088.828125,9.9375,17,3.0,95.33333333333331,31.666666666666668,4.5,1.0,2024-12-01,1,189,0,0,30.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__latest_billing_frequency_annual']"
A-adc1f3,0.4031895042344065,40.3,Medium,59.7,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,US,2024-08-05,organic,Pro,2,0,9,0,0,Enterprise,5,995,0,monthly,1,36,334,120133,26,24,36,2024-12-22,5,7.784431137724551,3337.027777777778,9.27777777777778,9,3.0,65.0,47.333333333333336,3.5,0.0,2023-06-12,1,148,3,1,568.0,1,"['categorical__latest_plan_tier_Enterprise', 'categorical__country_US', 'numeric__average_usage_per_event']"
A-69b156,0.4019708993398284,40.2,Medium,59.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2023-11-21,other,Pro,7,1,9,0,1,Basic,8,152,0,monthly,0,36,360,102483,20,24,36,2024-12-12,2,5.555555555555555,2846.75,10.0,19,7.0,100.57142857142856,32.0,4.0,0.0,2024-09-01,1,406,1,1,121.0,1,"['numeric__latest_auto_renew', 'categorical__country_US', 'numeric__plan_changed']"
A-2ebb4b,0.40168425254547285,40.2,Medium,59.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2023-05-15,ads,Basic,41,0,10,1,0,Pro,41,2009,0,monthly,1,50,488,143502,33,27,49,2024-12-15,7,6.762295081967213,2870.04,9.76,16,2.0,136.5,43.5,3.0,0.0,2024-04-05,1,596,0,1,270.0,1,"['categorical__country_US', 'numeric__plan_changed', 'numeric__customer_tenure_days']"
A-2b9d3e,0.40153652686775887,40.2,Medium,59.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2023-06-04,partner,Enterprise,1,0,9,1,0,Enterprise,2,398,0,monthly,1,45,444,142589,19,26,43,2024-12-17,5,4.27927927927928,3168.6444444444446,9.866666666666667,14,3.0,79.33333333333333,34.666666666666664,5.0,0.0,2024-06-24,1,576,1,0,190.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__errors_per_100_usage', 'categorical__country_US']"
A-a33200,0.40062114814433875,40.1,Medium,59.9,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2024-09-15,partner,Basic,29,0,12,1,0,Basic,29,551,0,monthly,1,55,517,150997,26,33,53,2024-12-11,5,5.029013539651837,2745.4,9.4,20,3.0,88.33333333333333,36.333333333333336,4.5,0.0,2024-05-12,1,107,0,0,233.0,1,"['numeric__unique_features_used', 'categorical__country_US', 'numeric__average_usage_per_event']"
A-7641d3,0.40016903708773227,40.0,Medium,60.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2023-02-16,partner,Pro,8,1,11,0,1,Basic,10,190,0,annual,1,50,519,164755,26,28,48,2024-12-24,4,5.009633911368015,3295.1,10.38,7,5.0,124.6,45.2,4.333333333333333,2.0,2024-12-14,1,684,2,1,17.0,1,"['categorical__country_US', 'numeric__customer_tenure_days', 'numeric__plan_changed']"
A-c37cab,0.3998580128020497,40.0,Low,60.0,Priority 3 - Routine,Continue routine monitoring and maintain normal customer engagement.,Cybersecurity,UK,2024-07-29,event,Pro,13,0,12,1,1,Basic,23,437,0,annual,1,70,708,203309,40,32,68,2024-12-30,14,5.649717514124294,2904.4142857142856,10.114285714285714,1,4.0,101.25,33.0,3.75,1.0,2024-03-28,1,155,10,1,278.0,1,"['categorical__referral_source_event', 'numeric__active_usage_days', 'numeric__unique_features_used']"
